"transcript_id","q_value",".transcript_raw","transcript","qvalue","ensembl_gene_id","gene_name"
"ENST00000443571.6",7.2e-05,"ENST00000443571.6","ENST00000443571",7.2e-05,"ENSG00000197448","GSTK1"
"ENST00000490122.5",7.26e-05,"ENST00000490122.5","ENST00000490122",7.26e-05,"ENSG00000114353","GNAI2"
"ENST00000558112.1",7.37e-05,"ENST00000558112.1","ENST00000558112",7.37e-05,"ENSG00000092010","PSME1"
"ENST00000422163.5",7.37e-05,"ENST00000422163.5","ENST00000422163",7.37e-05,"ENSG00000114353","GNAI2"
"ENST00000505459.6",7.37e-05,"ENST00000505459.6","ENST00000505459",7.37e-05,"ENSG00000153037","SRP19"
"ENST00000441080.2",7.39e-05,"ENST00000441080.2","ENST00000441080",7.39e-05,"ENSG00000101132","PFDN4"
"ENST00000220764.7",7.46e-05,"ENST00000220764.7","ENST00000220764",7.46e-05,"ENSG00000104325","DECR1"
"ENST00000622587.4",7.46e-05,"ENST00000622587.4","ENST00000622587",7.46e-05,"ENSG00000115286","NDUFS7"
"ENST00000368356.9",7.46e-05,"ENST00000368356.9","ENST00000368356",7.46e-05,"ENSG00000160752","FDPS"
"ENST00000563270.5",7.49e-05,"ENST00000563270.5","ENST00000563270",7.49e-05,"ENSG00000167526","RPL13"
"ENST00000508632.6",7.68e-05,"ENST00000508632.6","ENST00000508632",7.68e-05,"ENSG00000145247","OCIAD2"
"ENST00000545407.5",7.86e-05,"ENST00000545407.5","ENST00000545407",7.86e-05,"ENSG00000155957","TMBIM4"
"ENST00000559729.5",8.14e-05,"ENST00000559729.5","ENST00000559729",8.14e-05,"ENSG00000140612","SEC11A"
"ENST00000491035.5",8.38e-05,"ENST00000491035.5","ENST00000491035",8.38e-05,"ENSG00000147403","RPL10"
"ENST00000313117.11",8.44e-05,"ENST00000313117.11","ENST00000313117",8.44e-05,"ENSG00000115875","SRSF7"
"ENST00000470347.1",8.44e-05,"ENST00000470347.1","ENST00000470347",8.44e-05,"ENSG00000008282","SYPL1"
"ENST00000432588.6",8.53e-05,"ENST00000432588.6","ENST00000432588",8.53e-05,"ENSG00000075624","ACTB"
"ENST00000456762.3",8.55e-05,"ENST00000456762.3","ENST00000456762",8.55e-05,"ENSG00000182196","ARL6IP4"
"ENST00000678985.1",8.84e-05,"ENST00000678985.1","ENST00000678985",8.84e-05,"ENSG00000288663",""
"ENST00000517844.5",8.85e-05,"ENST00000517844.5","ENST00000517844",8.85e-05,"ENSG00000120963","ZNF706"
"ENST00000482384.1",8.86e-05,"ENST00000482384.1","ENST00000482384",8.86e-05,"ENSG00000031698","SARS1"
"ENST00000487806.5",9.02e-05,"ENST00000487806.5","ENST00000487806",9.02e-05,"ENSG00000174021","GNG5"
"ENST00000599101.5",9.11e-05,"ENST00000599101.5","ENST00000599101",9.11e-05,"ENSG00000099797","TECR"
"ENST00000550143.5",9.24e-05,"ENST00000550143.5","ENST00000550143",9.24e-05,"ENSG00000106992","AK1"
"ENST00000644144.2",9.24e-05,"ENST00000644144.2","ENST00000644144",9.24e-05,"ENSG00000106992","AK1"
"ENST00000462320.5",9.32e-05,"ENST00000462320.5","ENST00000462320",9.32e-05,"ENSG00000169599","NFU1"
"ENST00000475474.5",9.36e-05,"ENST00000475474.5","ENST00000475474",9.36e-05,"ENSG00000168385","SEPTIN2"
"ENST00000532972.5",9.57e-05,"ENST00000532972.5","ENST00000532972",9.57e-05,"ENSG00000118363","SPCS2"
"ENST00000370885.8",9.64e-05,"ENST00000370885.8","ENST00000370885",9.64e-05,"ENSG00000171311","EXOSC1"
"ENST00000710086.1",9.76e-05,"ENST00000710086.1","ENST00000710086",9.76e-05,"ENSG00000292215","TIMM17B"
"ENST00000585518.5",9.91e-05,"ENST00000585518.5","ENST00000585518",9.91e-05,"ENSG00000152240","HAUS1"
"ENST00000592290.5",9.93e-05,"ENST00000592290.5","ENST00000592290",9.93e-05,"ENSG00000089327","FXYD5"
"ENST00000286424.12",9.97e-05,"ENST00000286424.12","ENST00000286424",9.97e-05,"ENSG00000155957","TMBIM4"
"ENST00000554366.5",0.000102649,"ENST00000554366.5","ENST00000554366",0.000102649,"ENSG00000133983","COX16"
"ENST00000612813.4",0.000105303,"ENST00000612813.4","ENST00000612813",0.000105303,"ENSG00000165949","IFI27"
"ENST00000593027.6",0.000105508,"ENST00000593027.6","ENST00000593027",0.000105508,"ENSG00000105677","TMEM147"
"ENST00000418105.5",0.000105571,"ENST00000418105.5","ENST00000418105",0.000105571,"ENSG00000108622","ICAM2"
"ENST00000676613.1",0.000107611,"ENST00000676613.1","ENST00000676613",0.000107611,"ENSG00000181163","NPM1"
"ENST00000547130.6",0.000108122,"ENST00000547130.6","ENST00000547130",0.000108122,"ENSG00000123349","PFDN5"
"ENST00000326925.11",0.000108122,"ENST00000326925.11","ENST00000326925",0.000108122,"ENSG00000178057","NDUFAF3"
"ENST00000496152.1",0.000108122,"ENST00000496152.1","ENST00000496152",0.000108122,"ENSG00000178057","NDUFAF3"
"ENST00000467105.1",0.000110304,"ENST00000467105.1","ENST00000467105",0.000110304,"ENSG00000100316","RPL3"
"ENST00000546500.5",0.000110699,"ENST00000546500.5","ENST00000546500",0.000110699,"ENSG00000135486","HNRNPA1"
"ENST00000573792.5",0.000111615,"ENST00000573792.5","ENST00000573792",0.000111615,"ENSG00000129235","TXNDC17"
"ENST00000584432.5",0.000111615,"ENST00000584432.5","ENST00000584432",0.000111615,"ENSG00000178307","TMEM11"
"ENST00000595072.2",0.000111717,"ENST00000595072.2","ENST00000595072",0.000111717,"ENSG00000160014","CALM3"
"ENST00000400090.7",0.000115452,"ENST00000400090.7","ENST00000400090",0.000115452,"ENSG00000154723","ATP5PF"
"ENST00000260102.9",0.000115512,"ENST00000260102.9","ENST00000260102",0.000115512,"ENSG00000137547","MRPL15"
"ENST00000522521.2",0.000115512,"ENST00000522521.2","ENST00000522521",0.000115512,"ENSG00000137547","MRPL15"
"ENST00000561569.5",0.000117274,"ENST00000561569.5","ENST00000561569",0.000117274,"ENSG00000131143","COX4I1"
"ENST00000523037.6",0.000118466,"ENST00000523037.6","ENST00000523037",0.000118466,"ENSG00000082515","MRPL22"
"ENST00000559780.6",0.000119582,"ENST00000559780.6","ENST00000559780",0.000119582,"ENSG00000182718","ANXA2"
"ENST00000395850.9",0.000119942,"ENST00000395850.9","ENST00000395850",0.000119942,"ENSG00000085063","CD59"
"ENST00000598495.5",0.000120437,"ENST00000598495.5","ENST00000598495",0.000120437,"ENSG00000083845","RPS5"
"ENST00000551291.6",0.000122097,"ENST00000551291.6","ENST00000551291",0.000122097,"ENSG00000089009","RPL6"
"ENST00000492375.1",0.0001221,"ENST00000492375.1","ENST00000492375",0.0001221,"ENSG00000155368","DBI"
"ENST00000491274.6",0.000122127,"ENST00000491274.6","ENST00000491274",0.000122127,"ENSG00000117118","SDHB"
"ENST00000525681.6",0.000122165,"ENST00000525681.6","ENST00000525681",0.000122165,"ENSG00000110321","EIF4G2"
"ENST00000561424.5",0.000122165,"ENST00000561424.5","ENST00000561424",0.000122165,"ENSG00000166710","B2M"
"ENST00000396386.7",0.000122219,"ENST00000396386.7","ENST00000396386",0.000122219,"ENSG00000122565","CBX3"
"ENST00000421473.6",0.00012235,"ENST00000421473.6","ENST00000421473",0.00012235,"ENSG00000224156","TUBB"
"ENST00000615167.4",0.000123485,"ENST00000615167.4","ENST00000615167",0.000123485,"ENSG00000278270","RPS9"
"ENST00000367884.6",0.000124847,"ENST00000367884.6","ENST00000367884",0.000124847,"ENSG00000143198","MGST3"
"ENST00000595467.1",0.000125408,"ENST00000595467.1","ENST00000595467",0.000125408,"ENSG00000105677","TMEM147"
"ENST00000456319.6",0.000125408,"ENST00000456319.6","ENST00000456319",0.000125408,"ENSG00000143933","CALM2"
"ENST00000533476.5",0.000127926,"ENST00000533476.5","ENST00000533476",0.000127926,"ENSG00000162191","UBXN1"
"ENST00000548925.6",0.000128257,"ENST00000548925.6","ENST00000548925",0.000128257,"ENSG00000135441","BLOC1S1"
"ENST00000559818.6",0.000128361,"ENST00000559818.6","ENST00000559818",0.000128361,"ENSG00000182718","ANXA2"
"ENST00000367287.5",0.000129098,"ENST00000367287.5","ENST00000367287",0.000129098,"ENSG00000134375","TIMM17A"
"ENST00000482943.1",0.000129098,"ENST00000482943.1","ENST00000482943",0.000129098,"ENSG00000134375","TIMM17A"
"ENST00000498664.1",0.000130637,"ENST00000498664.1","ENST00000498664",0.000130637,"ENSG00000117410","ATP6V0B"
"ENST00000550697.6",0.000131687,"ENST00000550697.6","ENST00000550697",0.000131687,"ENSG00000092841","MYL6"
"ENST00000471259.1",0.00013245,"ENST00000471259.1","ENST00000471259",0.00013245,"ENSG00000185608","MRPL40"
"ENST00000447574.1",0.00013313,"ENST00000447574.1","ENST00000447574",0.00013313,"ENSG00000106211","HSPB1"
"ENST00000511314.5",0.00013369,"ENST00000511314.5","ENST00000511314",0.00013369,"ENSG00000164161","HHIP"
"ENST00000532202.1",0.000134978,"ENST00000532202.1","ENST00000532202",0.000134978,"ENSG00000177156","TALDO1"
"ENST00000550836.1",0.000136326,"ENST00000550836.1","ENST00000550836",0.000136326,"ENSG00000123353","ORMDL2"
"ENST00000521112.1",0.000136681,"ENST00000521112.1","ENST00000521112",0.000136681,"ENSG00000156482","RPL30"
"ENST00000532904.5",0.000137687,"ENST00000532904.5","ENST00000532904",0.000137687,"ENSG00000162191","UBXN1"
"ENST00000368326.5",0.000138151,"ENST00000368326.5","ENST00000368326",0.000138151,"ENSG00000203760","CENPW"
"ENST00000454173.1",0.000140526,"ENST00000454173.1","ENST00000454173",0.000140526,"ENSG00000100097","LGALS1"
"ENST00000422748.5",0.000141392,"ENST00000422748.5","ENST00000422748",0.000141392,"ENSG00000122786","CALD1"
"ENST00000708931.1",0.000141628,"ENST00000708931.1","ENST00000708931",0.000141628,"ENSG00000291834","PFDN5"
"ENST00000525587.1",0.000142182,"ENST00000525587.1","ENST00000525587",0.000142182,"ENSG00000134809","TIMM10"
"ENST00000482181.1",0.0001432,"ENST00000482181.1","ENST00000482181",0.0001432,"ENSG00000164898","FMC1"
"ENST00000392514.9",0.000146759,"ENST00000392514.9","ENST00000392514",0.000146759,"ENSG00000089157","RPLP0"
"ENST00000586590.5",0.000147878,"ENST00000586590.5","ENST00000586590",0.000147878,"ENSG00000105518","TMEM205"
"ENST00000379251.7",0.000149722,"ENST00000379251.7","ENST00000379251",0.000149722,"ENSG00000130066","SAT1"
"ENST00000546581.5",0.000152262,"ENST00000546581.5","ENST00000546581",0.000152262,"ENSG00000205352","PRR13"
"ENST00000564844.1",0.000152957,"ENST00000564844.1","ENST00000564844",0.000152957,"ENSG00000140941","MAP1LC3B"
"ENST00000392659.2",0.000153949,"ENST00000392659.2","ENST00000392659",0.000153949,"ENSG00000136522","MRPL47"
"ENST00000263087.9",0.000154162,"ENST00000263087.9","ENST00000263087",0.000154162,"ENSG00000083457","ITGAE"
"ENST00000696046.1",0.000159667,"ENST00000696046.1","ENST00000696046",0.000159667,"ENSG00000185651","UBE2L3"
"ENST00000455220.6",0.000161909,"ENST00000455220.6","ENST00000455220",0.000161909,"ENSG00000137500","CCDC90B"
"ENST00000413609.5",0.000164617,"ENST00000413609.5","ENST00000413609",0.000164617,"ENSG00000227715","HLA-A"
"ENST00000576020.5",0.000165921,"ENST00000576020.5","ENST00000576020",0.000165921,"ENSG00000129235","TXNDC17"
"ENST00000485641.5",0.000167595,"ENST00000485641.5","ENST00000485641",0.000167595,"ENSG00000126756","UXT"
"ENST00000644393.1",0.000171513,"ENST00000644393.1","ENST00000644393",0.000171513,"ENSG00000124614","RPS10"
"ENST00000334598.12",0.00017538,"ENST00000334598.12","ENST00000334598",0.00017538,"ENSG00000153391","INO80C"
"ENST00000590757.1",0.00017538,"ENST00000590757.1","ENST00000590757",0.00017538,"ENSG00000153391","INO80C"
"ENST00000612337.4",0.000175848,"ENST00000612337.4","ENST00000612337",0.000175848,"ENSG00000106028","SSBP1"
"ENST00000703610.1",0.000177015,"ENST00000703610.1","ENST00000703610",0.000177015,"ENSG00000087191","PSMC5"
"ENST00000332211.11",0.000177736,"ENST00000332211.11","ENST00000332211",0.000177736,"ENSG00000165637","VDAC2"
"ENST00000487659.1",0.000178102,"ENST00000487659.1","ENST00000487659",0.000178102,"ENSG00000242485","MRPL20"
"ENST00000676527.1",0.000178361,"ENST00000676527.1","ENST00000676527",0.000178361,"ENSG00000288663",""
"ENST00000586846.2",0.000178403,"ENST00000586846.2","ENST00000586846",0.000178403,"ENSG00000163597","SNHG16"
"ENST00000519043.5",0.000187726,"ENST00000519043.5","ENST00000519043",0.000187726,"ENSG00000206573","THUMPD3-AS1"
"ENST00000396610.6",0.00019183,"ENST00000396610.6","ENST00000396610",0.00019183,"ENSG00000187118","CMC1"
"ENST00000612977.4",0.000192564,"ENST00000612977.4","ENST00000612977",0.000192564,"ENSG00000176731","RBIS"
"ENST00000514576.5",0.000198307,"ENST00000514576.5","ENST00000514576",0.000198307,"ENSG00000145247","OCIAD2"
"ENST00000466194.1",0.000199532,"ENST00000466194.1","ENST00000466194",0.000199532,"ENSG00000198830","HMGN2"
"ENST00000393301.5",0.000200076,"ENST00000393301.5","ENST00000393301",0.000200076,"ENSG00000109861","CTSC"
"ENST00000601521.5",0.000205277,"ENST00000601521.5","ENST00000601521",0.000205277,"ENSG00000083845","RPS5"
"ENST00000534180.1",0.000208534,"ENST00000534180.1","ENST00000534180",0.000208534,"ENSG00000167996","FTH1"
"ENST00000672308.1",0.000210488,"ENST00000672308.1","ENST00000672308",0.000210488,"ENSG00000004455","AK2"
"ENST00000379047.7",0.000212255,"ENST00000379047.7","ENST00000379047",0.000212255,"ENSG00000181019","NQO1"
"ENST00000686878.1",0.000218943,"ENST00000686878.1","ENST00000686878",0.000218943,"ENSG00000234741","GAS5"
"ENST00000522710.1",0.00022007,"ENST00000522710.1","ENST00000522710",0.00022007,"ENSG00000177556","ATOX1"
"ENST00000566233.5",0.00022474,"ENST00000566233.5","ENST00000566233",0.00022474,"ENSG00000103769","RAB11A"
"ENST00000617893.4",0.000225691,"ENST00000617893.4","ENST00000617893",0.000225691,"ENSG00000276463","TAF9"
"ENST00000570123.5",0.000227162,"ENST00000570123.5","ENST00000570123",0.000227162,"ENSG00000131143","COX4I1"
"ENST00000571029.1",0.000237824,"ENST00000571029.1","ENST00000571029",0.000237824,"ENSG00000129235","TXNDC17"
"ENST00000477613.6",0.000239742,"ENST00000477613.6","ENST00000477613",0.000239742,"ENSG00000142541","RPL13A"
"ENST00000489698.1",0.000239742,"ENST00000489698.1","ENST00000489698",0.000239742,"ENSG00000172428","COPS9"
"ENST00000381124.9",0.000242662,"ENST00000381124.9","ENST00000381124",0.000242662,"ENSG00000105968","H2AZ2"
"ENST00000379253.7",0.000246508,"ENST00000379253.7","ENST00000379253",0.000246508,"ENSG00000130066","SAT1"
"ENST00000491765.5",0.000246587,"ENST00000491765.5","ENST00000491765",0.000246587,"ENSG00000172428","COPS9"
"ENST00000710415.1",0.000248327,"ENST00000710415.1","ENST00000710415",0.000248327,"ENSG00000161981","SNRNP25"
"ENST00000592558.1",0.000250568,"ENST00000592558.1","ENST00000592558",0.000250568,"ENSG00000178982","EIF3K"
"ENST00000626547.2",0.000251957,"ENST00000626547.2","ENST00000626547",0.000251957,"ENSG00000170889","RPS9"
"ENST00000614404.1",0.000252231,"ENST00000614404.1","ENST00000614404",0.000252231,"ENSG00000170315","UBB"
"ENST00000525455.5",0.000253341,"ENST00000525455.5","ENST00000525455",0.000253341,"ENSG00000168002","POLR2G"
"ENST00000589069.1",0.000256573,"ENST00000589069.1","ENST00000589069",0.000256573,"ENSG00000105258","POLR2I"
"ENST00000568556.2",0.000262462,"ENST00000568556.2","ENST00000568556",0.000262462,"ENSG00000261740","BOLA2-SMG1P6"
"ENST00000484279.5",0.000264873,"ENST00000484279.5","ENST00000484279",0.000264873,"ENSG00000142541","RPL13A"
"ENST00000677718.1",0.000266385,"ENST00000677718.1","ENST00000677718",0.000266385,"ENSG00000010278","CD9"
"ENST00000695870.1",0.000267443,"ENST00000695870.1","ENST00000695870",0.000267443,"ENSG00000185043","CIB1"
"ENST00000467168.5",0.000272864,"ENST00000467168.5","ENST00000467168",0.000272864,"ENSG00000147403","RPL10"
"ENST00000524332.1",0.000273497,"ENST00000524332.1","ENST00000524332",0.000273497,"ENSG00000104325","DECR1"
"ENST00000476467.1",0.000277311,"ENST00000476467.1","ENST00000476467",0.000277311,"ENSG00000159377","PSMB4"
"ENST00000344843.12",0.000278377,"ENST00000344843.12","ENST00000344843",0.000278377,"ENSG00000242485","MRPL20"
"ENST00000673821.1",0.00027972,"ENST00000673821.1","ENST00000673821",0.00027972,"ENSG00000172965","MIR4435-2HG"
"ENST00000427501.6",0.00028041,"ENST00000427501.6","ENST00000427501",0.00028041,"ENSG00000203875","SNHG5"
"ENST00000380044.6",0.000281551,"ENST00000380044.6","ENST00000380044",0.000281551,"ENSG00000115204","MPV17"
"ENST00000271373.9",0.000282715,"ENST00000271373.9","ENST00000271373",0.000282715,"ENSG00000143158","MPC2"
"ENST00000367846.8",0.000282715,"ENST00000367846.8","ENST00000367846",0.000282715,"ENSG00000143158","MPC2"
"ENST00000569304.1",0.000284496,"ENST00000569304.1","ENST00000569304",0.000284496,"ENSG00000103769","RAB11A"
"ENST00000311892.10",0.000286724,"ENST00000311892.10","ENST00000311892",0.000286724,"ENSG00000172590","MRPL52"
"ENST00000447653.8",0.000286724,"ENST00000447653.8","ENST00000447653",0.000286724,"ENSG00000198668","CALM1"
"ENST00000650182.1",0.000288552,"ENST00000650182.1","ENST00000650182",0.000288552,"ENSG00000163956","LRPAP1"
"ENST00000342166.10",0.00028979,"ENST00000342166.10","ENST00000342166",0.00028979,"ENSG00000162961","DPY30"
"ENST00000506581.6",0.000294504,"ENST00000506581.6","ENST00000506581",0.000294504,"ENSG00000163682","RPL9"
"ENST00000677578.1",0.000294907,"ENST00000677578.1","ENST00000677578",0.000294907,"ENSG00000106588","PSMA2"
"ENST00000634491.1",0.000299027,"ENST00000634491.1","ENST00000634491",0.000299027,"ENSG00000282986","EIF3K"
"ENST00000315717.10",0.00030036,"ENST00000315717.10","ENST00000315717",0.00030036,"ENSG00000163466","ARPC2"
"ENST00000558169.6",0.000302049,"ENST00000558169.6","ENST00000558169",0.000302049,"ENSG00000182718","ANXA2"
"ENST00000486516.5",0.000302675,"ENST00000486516.5","ENST00000486516",0.000302675,"ENSG00000188243","COMMD6"
"ENST00000330137.12",0.000303693,"ENST00000330137.12","ENST00000330137",0.000303693,"ENSG00000182628","SKA2"
"ENST00000645368.1",0.000308467,"ENST00000645368.1","ENST00000645368",0.000308467,"ENSG00000010278","CD9"
"ENST00000505232.5",0.000308467,"ENST00000505232.5","ENST00000505232",0.000308467,"ENSG00000154277","UCHL1"
"ENST00000342192.9",0.000308467,"ENST00000342192.9","ENST00000342192",0.000308467,"ENSG00000185651","UBE2L3"
"ENST00000415719.5",0.000311539,"ENST00000415719.5","ENST00000415719",0.000311539,"ENSG00000174748","RPL15"
"ENST00000642387.1",0.000313216,"ENST00000642387.1","ENST00000642387",0.000313216,"ENSG00000182899","RPL35A"
"ENST00000591341.1",0.000316271,"ENST00000591341.1","ENST00000591341",0.000316271,"ENSG00000174886","NDUFA11"
"ENST00000482370.2",0.000318504,"ENST00000482370.2","ENST00000482370",0.000318504,"ENSG00000142676","RPL11"
"ENST00000630046.2",0.000321985,"ENST00000630046.2","ENST00000630046",0.000321985,NA,NA
"ENST00000319942.8",0.000324988,"ENST00000319942.8","ENST00000319942",0.000324988,"ENSG00000137955","RABGGTB"
"ENST00000513177.5",0.000328429,"ENST00000513177.5","ENST00000513177",0.000328429,"ENSG00000243678","NME2"
"ENST00000620187.4",0.000328877,"ENST00000620187.4","ENST00000620187",0.000328877,"ENSG00000145247","OCIAD2"
"ENST00000588162.1",0.000329566,"ENST00000588162.1","ENST00000588162",0.000329566,"ENSG00000141759","TXNL4A"
"ENST00000677115.1",0.000332829,"ENST00000677115.1","ENST00000677115",0.000332829,"ENSG00000136888","ATP6V1G1"
"ENST00000563150.1",0.000333183,"ENST00000563150.1","ENST00000563150",0.000333183,"ENSG00000103035","PSMD7"
"ENST00000309328.8",0.000337217,"ENST00000309328.8","ENST00000309328",0.000337217,"ENSG00000173465","ZNRD2"
"ENST00000538183.7",0.000337217,"ENST00000538183.7","ENST00000538183",0.000337217,"ENSG00000291237","SOD2"
"ENST00000620540.4",0.000343918,"ENST00000620540.4","ENST00000620540",0.000343918,"ENSG00000274950","RPS9"
"ENST00000678267.1",0.000347113,"ENST00000678267.1","ENST00000678267",0.000347113,"ENSG00000181163","NPM1"
"ENST00000588919.5",0.000351468,"ENST00000588919.5","ENST00000588919",0.000351468,"ENSG00000167468","GPX4"
"ENST00000491873.5",0.000351705,"ENST00000491873.5","ENST00000491873",0.000351705,"ENSG00000205981","DNAJC19"
"ENST00000446735.6",0.000358489,"ENST00000446735.6","ENST00000446735",0.000358489,"ENSG00000167085","PHB1"
"ENST00000531485.5",0.000359032,"ENST00000531485.5","ENST00000531485",0.000359032,"ENSG00000149196","HIKESHI"
"ENST00000462952.1",0.000359137,"ENST00000462952.1","ENST00000462952",0.000359137,"ENSG00000215845","TSTD1"
"ENST00000549147.1",0.000359744,"ENST00000549147.1","ENST00000549147",0.000359744,"ENSG00000135441","BLOC1S1"
"ENST00000650306.1",0.000359744,"ENST00000650306.1","ENST00000650306",0.000359744,"ENSG00000185043","CIB1"
"ENST00000476826.5",0.000363223,"ENST00000476826.5","ENST00000476826",0.000363223,"ENSG00000112110","MRPL18"
"ENST00000356493.10",0.000364152,"ENST00000356493.10","ENST00000356493",0.000364152,"ENSG00000165283","STOML2"
"ENST00000358230.8",0.000365083,"ENST00000358230.8","ENST00000358230",0.000365083,"ENSG00000155957","TMBIM4"
"ENST00000395240.7",0.000370395,"ENST00000395240.7","ENST00000395240",0.000370395,"ENSG00000149925","ALDOA"
"ENST00000645440.1",0.00037065,"ENST00000645440.1","ENST00000645440",0.00037065,"ENSG00000138326","RPS24"
"ENST00000584678.1",0.000374961,"ENST00000584678.1","ENST00000584678",0.000374961,"ENSG00000125445","MRPS7"
"ENST00000222266.2",0.000374961,"ENST00000222266.2","ENST00000222266",0.000374961,"ENSG00000205155","PSENEN"
"ENST00000601340.5",0.000375057,"ENST00000601340.5","ENST00000601340",0.000375057,"ENSG00000142546","NOSIP"
"ENST00000652974.1",0.000375828,"ENST00000652974.1","ENST00000652974",0.000375828,"ENSG00000143933","CALM2"
"ENST00000517489.1",0.000375828,"ENST00000517489.1","ENST00000517489",0.000375828,"ENSG00000156482","RPL30"
"ENST00000473395.1",0.000377303,"ENST00000473395.1","ENST00000473395",0.000377303,"ENSG00000115541","HSPE1"
"ENST00000488606.5",0.000378705,"ENST00000488606.5","ENST00000488606",0.000378705,"ENSG00000116898","MRPS15"
"ENST00000490140.1",0.000382252,"ENST00000490140.1","ENST00000490140",0.000382252,"ENSG00000160752","FDPS"
"ENST00000442614.5",0.00039555,"ENST00000442614.5","ENST00000442614",0.00039555,"ENSG00000123562","MORF4L2"
"ENST00000676556.1",0.000396118,"ENST00000676556.1","ENST00000676556",0.000396118,"ENSG00000142541","RPL13A"
"ENST00000637058.1",0.000396118,"ENST00000637058.1","ENST00000637058",0.000396118,"ENSG00000283391","EEF1B2"
"ENST00000230538.12",0.000396433,"ENST00000230538.12","ENST00000230538",0.000396433,"ENSG00000112769","LAMA4"
"ENST00000643777.4",0.000399166,"ENST00000643777.4","ENST00000643777",0.000399166,"ENSG00000149925","ALDOA"
"ENST00000544890.1",0.000408059,"ENST00000544890.1","ENST00000544890",0.000408059,"ENSG00000111328","CDK2AP1"
"ENST00000397505.2",0.000411637,"ENST00000397505.2","ENST00000397505",0.000411637,"ENSG00000172590","MRPL52"
"ENST00000624069.3",0.0004118,"ENST00000624069.3","ENST00000624069",0.0004118,"ENSG00000142541","RPL13A"
"ENST00000527517.1",0.0004118,"ENST00000527517.1","ENST00000527517",0.0004118,"ENSG00000177600","RPLP2"
"ENST00000488400.1",0.000412617,"ENST00000488400.1","ENST00000488400",0.000412617,"ENSG00000143977","SNRPG"
"ENST00000492007.6",0.000417407,"ENST00000492007.6","ENST00000492007",0.000417407,"ENSG00000176261","ZBTB8OS"
"ENST00000272298.12",0.000420853,"ENST00000272298.12","ENST00000272298",0.000420853,"ENSG00000143933","CALM2"
"ENST00000538627.5",0.000426836,"ENST00000538627.5","ENST00000538627",0.000426836,"ENSG00000198960","ARMCX6"
"ENST00000395837.1",0.000431785,"ENST00000395837.1","ENST00000395837",0.000431785,"ENSG00000170315","UBB"
"ENST00000677092.1",0.000433003,"ENST00000677092.1","ENST00000677092",0.000433003,"ENSG00000137876","RSL24D1"
"ENST00000599870.1",0.000435898,"ENST00000599870.1","ENST00000599870",0.000435898,"ENSG00000105640","RPL18A"
"ENST00000555698.5",0.000438455,"ENST00000555698.5","ENST00000555698",0.000438455,"ENSG00000129538","RNASE1"
"ENST00000498605.1",0.000438455,"ENST00000498605.1","ENST00000498605",0.000438455,"ENSG00000242028","HYPK"
"ENST00000372661.6",0.000438702,"ENST00000372661.6","ENST00000372661",0.000438702,"ENSG00000185222","TCEAL9"
"ENST00000473500.5",0.000440919,"ENST00000473500.5","ENST00000473500",0.000440919,"ENSG00000136521","NDUFB5"
"ENST00000322753.7",0.000447826,"ENST00000322753.7","ENST00000322753",0.000447826,"ENSG00000173436","MICOS10"
"ENST00000632799.1",0.000449248,"ENST00000632799.1","ENST00000632799",0.000449248,"ENSG00000278229","RPS17"
"ENST00000564521.6",0.000450365,"ENST00000564521.6","ENST00000564521",0.000450365,"ENSG00000149925","ALDOA"
"ENST00000215567.10",0.000452768,"ENST00000215567.10","ENST00000215567",0.000452768,"ENSG00000099797","TECR"
"ENST00000319006.8",0.000468765,"ENST00000319006.8","ENST00000319006",0.000468765,"ENSG00000177156","TALDO1"
"ENST00000581417.5",0.000476406,"ENST00000581417.5","ENST00000581417",0.000476406,"ENSG00000108622","ICAM2"
"ENST00000597648.5",0.000478271,"ENST00000597648.5","ENST00000597648",0.000478271,"ENSG00000105640","RPL18A"
"ENST00000405362.1",0.000480564,"ENST00000405362.1","ENST00000405362",0.000480564,"ENSG00000116161","CACYBP"
"ENST00000580434.5",0.000481449,"ENST00000580434.5","ENST00000580434",0.000481449,"ENSG00000108961","RANGRF"
"ENST00000534482.6",0.000484786,"ENST00000534482.6","ENST00000534482",0.000484786,"ENSG00000172922","RNASEH2C"
"ENST00000600083.5",0.000489462,"ENST00000600083.5","ENST00000600083",0.000489462,"ENSG00000099797","TECR"
"ENST00000409276.5",0.000497468,"ENST00000409276.5","ENST00000409276",0.000497468,"ENSG00000115875","SRSF7"
"ENST00000540016.5",0.000498879,"ENST00000540016.5","ENST00000540016",0.000498879,"ENSG00000139428","MMAB"
"ENST00000527871.5",0.000501883,"ENST00000527871.5","ENST00000527871",0.000501883,"ENSG00000140988","RPS2"
"ENST00000547276.5",0.000506048,"ENST00000547276.5","ENST00000547276",0.000506048,"ENSG00000135486","HNRNPA1"
"ENST00000642816.3",0.000512309,"ENST00000642816.3","ENST00000642816",0.000512309,"ENSG00000149925","ALDOA"
"ENST00000391857.9",0.000514495,"ENST00000391857.9","ENST00000391857",0.000514495,"ENSG00000142541","RPL13A"
"ENST00000590686.5",0.000514574,"ENST00000590686.5","ENST00000590686",0.000514574,"ENSG00000089327","FXYD5"
"ENST00000508488.2",0.000516986,"ENST00000508488.2","ENST00000508488",0.000516986,"ENSG00000169567","HINT1"
"ENST00000466491.1",0.000521296,"ENST00000466491.1","ENST00000466491",0.000521296,"ENSG00000006451","RALA"
