gene_id	gene_name	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.5595	MSTRG.5595	ENST00000534472.5	1	5	0	0	3	4	2	3	5	1	2	3	0	7	0
MSTRG.4308		ENST00000689940.1	6	0	0	2	2	3	2	3	2	3	3	0	0	2	0
MSTRG.4308		ENST00000256190.13	6	0	0	2	2	3	2	3	2	4	3	0	0	2	0
MSTRG.4308		ENST00000690944.1	6	0	1	2	2	3	2	3	2	4	3	0	0	2	0
MSTRG.4308		ENST00000692716.1	6	0	0	2	2	4	2	3	5	4	3	0	0	2	0
MSTRG.18373		ENST00000703544.1	0	4	0	0	0	0	2	3	0	0	0	0	0	0	1
MSTRG.18373		ENST00000703545.1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
MSTRG.4304	MSTRG.4304	ENST00000531814.5	0	0	2	2	0	0	2	1	0	2	1	0	0	0	0
MSTRG.15606	MSTRG.15606	ENST00000409493.3	0	0	2	0	0	0	2	0	0	0	1	2	0	0	0
MSTRG.4300		ENST00000684807.1	0	4	1	3	3	1	2	3	4	1	5	4	0	4	3
MSTRG.5601	MSTRG.5601	MSTRG.5601.1	4	1	5	1	4	1	2	3	9	1	3	6	2	3	0
MSTRG.5601	MSTRG.5601	ENST00000613398.4	4	0	5	0	4	0	2	3	9	2	3	6	3	5	0
MSTRG.18391	MSTRG.18391	ENST00000468151.1	5	4	2	6	5	4	2	3	2	11	5	9	2	0	3
MSTRG.4253		ENST00000702907.1	0	0	1	4	5	7	2	18	21	20	17	18	2	26	26
MSTRG.9021		ENST00000444189.7	3	0	0	0	0	4	2	0	2	0	2	0	0	0	2
ENSG00000167077.13	MEI1	ENST00000460702.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.18399	MSTRG.18399	MSTRG.18399.1	3	2	0	2	1	3	2	1	0	0	0	0	0	1	2
MSTRG.18399	MSTRG.18399	ENST00000255784.6	3	2	0	2	0	3	2	0	1	1	0	0	0	0	2
MSTRG.18399	MSTRG.18399	ENST00000402061.7	3	2	0	2	0	3	2	0	0	0	0	0	0	0	2
MSTRG.15585		ENST00000439192.3	0	0	0	1	0	0	2	4	3	3	8	2	1	9	1
MSTRG.15585		ENST00000413452.3	0	0	0	0	0	0	2	4	4	3	10	2	0	9	0
MSTRG.9015	MSTRG.9015	MSTRG.9015.4	8	10	1	7	3	0	2	4	17	11	4	0	0	4	0
MSTRG.9015	MSTRG.9015	ENST00000558474.1	1	0	0	0	1	0	2	1	0	0	1	0	0	1	0
MSTRG.5604	MSTRG.5604	MSTRG.5604.9	2	0	0	6	8	5	2	3	1	4	6	0	0	2	6
MSTRG.4247	MSTRG.4247	ENST00000643479.1	8	12	1	20	5	28	2	28	34	27	30	17	4	19	15
ENSG00000229496.10	DDX39B	ENST00000494457.5	0	1	1	5	1	1	2	0	5	4	0	1	0	1	1
ENSG00000229496.10	DDX39B	ENST00000413678.5	0	3	1	7	1	0	2	2	2	0	0	4	0	3	2
MSTRG.5609		ENST00000700489.1	0	0	0	6	1	2	2	2	6	2	2	1	1	1	3
MSTRG.18398	MSTRG.18398	ENST00000396437.3	2	3	3	2	3	0	2	0	0	0	0	0	0	0	0
MSTRG.18403	MSTRG.18403	MSTRG.18403.2	0	0	1	0	1	4	2	0	0	0	5	1	0	0	2
MSTRG.9015	MSTRG.9015	ENST00000558855.5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.9931	MSTRG.9931	ENST00000424078.5	7	3	3	3	2	1	2	2	1	14	5	4	1	3	0
MSTRG.9931	MSTRG.9931	ENST00000250930.7	8	4	4	3	3	4	2	2	0	21	6	4	0	4	2
MSTRG.9012		ENST00000561768.5	4	6	2	6	2	4	2	1	3	4	7	6	0	5	0
MSTRG.4246	MSTRG.4246	MSTRG.4246.24	1	1	0	2	2	1	2	1	2	1	1	2	0	0	2
MSTRG.15585		ENST00000702803.1	0	0	0	0	0	0	2	3	3	3	8	2	0	8	0
ENSG00000149054.16	ZNF215	ENST00000278319.10	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
MSTRG.15594	MSTRG.15594	ENST00000678731.1	8	6	5	11	8	5	2	6	6	7	8	3	1	0	0
ENSG00000149054.16	ZNF215	ENST00000414517.6	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
ENSG00000182484.15	WASH6P	ENST00000461007.6	0	1	2	5	1	2	2	0	4	1	2	0	0	1	0
MSTRG.28744		ENST00000487422.1	0	1	0	3	0	2	2	4	3	1	1	4	1	1	2
MSTRG.28744		ENST00000675642.1	1	0	1	0	1	3	2	2	0	0	0	0	0	0	0
MSTRG.4289	MSTRG.4289	MSTRG.4289.13	6	2	0	4	4	3	2	3	0	2	3	0	3	9	0
MSTRG.9022	MSTRG.9022	MSTRG.9022.2	5	3	2	5	3	0	2	3	11	8	4	3	0	3	0
ENSG00000238289.9	MICB	ENST00000436655.2	3	2	1	4	6	7	2	1	6	7	7	7	0	4	2
MSTRG.15591	MSTRG.15591	ENST00000655044.1	0	0	0	4	0	5	2	15	6	6	6	6	0	14	2
MSTRG.5604	MSTRG.5604	ENST00000627851.2	3	5	3	11	14	7	2	11	9	8	14	1	0	9	12
MSTRG.5604	MSTRG.5604	ENST00000360194.8	2	4	3	8	10	7	2	9	4	8	14	0	0	5	12
MSTRG.5604	MSTRG.5604	MSTRG.5604.8	2	5	3	8	9	7	2	9	4	6	13	0	0	6	12
MSTRG.4282		ENST00000364113.1	0	0	2	0	3	0	2	0	1	1	1	2	0	0	4
MSTRG.4270	MSTRG.4270	ENST00000486305.6	3	2	7	6	3	3	2	1	4	3	0	0	0	0	1
MSTRG.15585		ENST00000701457.1	0	0	0	0	0	0	2	4	3	3	8	2	0	9	0
MSTRG.9022	MSTRG.9022	MSTRG.9022.1	5	3	2	7	3	1	2	3	11	7	2	2	1	2	1
MSTRG.4255	MSTRG.4255	MSTRG.4255.5	3	3	3	0	4	6	2	2	6	3	6	0	1	2	1
MSTRG.4255	MSTRG.4255	ENST00000299498.11	5	2	5	0	4	10	2	4	6	6	7	0	3	7	9
MSTRG.4255	MSTRG.4255	ENST00000528585.5	5	3	3	0	2	4	2	1	4	1	5	0	0	2	2
MSTRG.4255	MSTRG.4255	MSTRG.4255.1	5	3	5	0	5	9	2	3	6	5	6	2	4	7	6
MSTRG.15585		ENST00000701478.1	0	0	0	0	0	0	2	4	4	3	10	2	0	9	0
MSTRG.4255	MSTRG.4255	ENST00000524790.5	5	3	2	1	4	8	2	4	7	4	8	1	4	8	9
ENSG00000149054.16	ZNF215	ENST00000532533.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.4323	MSTRG.4323	ENST00000531416.6	2	1	0	0	0	0	2	0	0	6	0	0	0	1	0
MSTRG.4323	MSTRG.4323	ENST00000532082.6	2	0	1	0	1	0	2	1	0	9	0	0	0	1	0
MSTRG.15581		ENST00000682747.1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000291362.1	C8orf33	ENST00000707299.1	4	3	3	4	2	6	2	12	11	7	13	8	2	5	6
MSTRG.4374		ENST00000534329.1	6	6	8	2	4	1	2	4	6	10	10	4	0	3	6
MSTRG.5542		ENST00000528986.2	1	2	0	2	5	2	2	14	12	14	12	7	4	9	9
MSTRG.9875	MSTRG.9875	ENST00000301981.8	0	0	0	3	5	12	2	5	11	5	7	3	2	4	9
ENSG00000288498.1	MIR23AHG	ENST00000671924.1	1	2	0	2	1	5	2	2	0	3	3	3	0	1	0
MSTRG.5542		ENST00000653167.1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000291362.1	C8orf33	ENST00000707301.1	8	7	7	10	4	9	2	20	22	29	29	25	5	16	7
MSTRG.18309	MSTRG.18309	ENST00000442216.1	2	0	0	3	4	0	2	2	11	4	2	1	0	0	2
MSTRG.18309	MSTRG.18309	MSTRG.18309.16	2	0	0	3	4	0	2	2	11	4	3	0	0	0	2
ENSG00000291362.1	C8orf33	ENST00000707298.1	8	6	6	8	5	9	2	18	24	29	28	25	5	16	7
MSTRG.5542		ENST00000534297.2	1	0	2	0	1	1	2	0	2	0	3	1	0	2	1
MSTRG.18309	MSTRG.18309	ENST00000457665.5	3	0	2	4	2	5	2	5	10	5	4	5	0	9	2
MSTRG.18355	MSTRG.18355	ENST00000478085.5	0	4	0	3	3	5	2	0	6	0	4	0	0	4	0
MSTRG.15691		ENST00000642796.1	1	1	0	2	0	2	2	2	0	4	4	4	0	4	0
ENSG00000291348.1	CENPP	ENST00000707232.1	0	0	1	2	3	3	2	3	6	3	2	2	0	3	11
MSTRG.4364		ENST00000532378.5	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1
MSTRG.4364		ENST00000530609.5	0	0	0	4	0	0	2	0	0	8	2	0	0	0	2
ENSG00000291346.1	SNORA84	ENST00000707202.1	0	0	1	0	0	1	2	4	1	3	2	0	0	0	0
MSTRG.18307		ENST00000479734.1	3	0	4	0	1	2	2	1	1	2	2	0	0	1	0
MSTRG.4364		ENST00000334636.10	0	0	0	4	1	1	2	0	1	8	2	0	0	0	2
ENSG00000291356.1	IARS1	ENST00000707262.1	4	3	1	4	5	2	2	3	2	1	6	2	0	0	0
MSTRG.5561		ENST00000533341.3	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2
MSTRG.5561		ENST00000640939.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
MSTRG.4376		ENST00000531428.1	7	2	0	0	1	0	2	0	1	1	0	0	0	0	0
MSTRG.5542		ENST00000654519.1	2	0	0	0	0	4	2	0	2	4	2	0	2	0	4
MSTRG.4376		ENST00000533645.1	12	3	0	1	0	2	2	0	6	3	5	5	0	1	2
MSTRG.4376		ENST00000532035.1	10	3	0	0	0	2	2	0	8	2	5	0	0	0	1
MSTRG.15709		ENST00000690633.1	0	2	0	0	0	1	2	3	0	2	4	2	1	2	0
MSTRG.4389	MSTRG.4389	ENST00000530436.5	1	4	0	1	2	3	2	0	4	1	0	0	0	0	0
MSTRG.15709		ENST00000686962.2	0	0	0	0	0	2	2	1	1	0	1	0	0	0	0
ENSG00000225060.8	PPP1R18	ENST00000472334.1	2	3	2	5	0	4	2	3	7	9	6	5	1	5	2
MSTRG.4388	MSTRG.4388	ENST00000527494.5	2	0	3	2	3	3	2	0	2	3	3	0	0	3	2
MSTRG.18293	MSTRG.18293	MSTRG.18293.8	11	9	0	12	3	2	2	2	2	5	3	5	0	2	4
MSTRG.18293	MSTRG.18293	ENST00000476955.5	3	1	0	3	2	5	2	0	2	6	3	7	0	4	3
MSTRG.18293	MSTRG.18293	ENST00000381683.10	5	5	0	6	3	7	2	0	9	3	7	9	2	6	4
MSTRG.4388	MSTRG.4388	ENST00000528369.5	2	0	4	0	0	0	2	0	0	2	2	0	0	1	0
MSTRG.18293	MSTRG.18293	ENST00000477256.5	5	1	1	7	5	7	2	4	10	11	7	9	0	8	2
MSTRG.4388	MSTRG.4388	ENST00000531299.5	2	1	1	1	2	0	2	0	1	2	0	0	0	0	0
ENSG00000288324.1	ADGRL1	ENST00000673576.1	0	2	0	0	0	0	2	1	0	0	1	0	0	0	0
ENSG00000288324.1	ADGRL1	ENST00000672190.1	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000225060.8	PPP1R18	ENST00000451544.6	6	5	4	6	3	7	2	3	4	8	11	7	2	4	0
MSTRG.15699		ENST00000672766.1	10	6	1	5	4	4	2	4	9	2	8	2	2	0	2
MSTRG.15699		ENST00000347055.4	10	6	0	5	4	5	2	7	9	2	9	3	2	2	4
MSTRG.4380	MSTRG.4380	ENST00000646648.1	0	2	0	0	2	0	2	7	2	2	6	4	1	4	2
MSTRG.18297		ENST00000405557.5	0	0	2	1	1	1	2	0	0	0	0	0	0	0	0
MSTRG.4376		ENST00000503729.2	8	2	0	0	1	0	2	0	1	1	0	0	0	0	0
MSTRG.15691		ENST00000644938.1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0
MSTRG.5542		ENST00000531381.1	2	0	0	0	0	4	2	0	0	5	0	0	2	0	4
MSTRG.5560		ENST00000530393.6	0	0	0	0	2	0	2	2	5	4	0	0	0	0	0
MSTRG.5560		ENST00000336139.8	1	0	1	0	2	1	2	2	5	4	0	0	0	0	0
MSTRG.5560		ENST00000529691.1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
MSTRG.9912		ENST00000347970.7	5	2	1	18	5	10	2	5	9	15	6	4	1	4	7
MSTRG.18341	MSTRG.18341	ENST00000460589.5	0	0	2	3	1	4	2	3	3	8	9	1	1	1	5
MSTRG.15664	MSTRG.15664	ENST00000689276.1	0	0	0	2	1	0	2	2	0	6	0	0	0	3	0
MSTRG.28773		ENST00000693214.1	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0
MSTRG.15658	MSTRG.15658	MSTRG.15658.1	0	2	1	5	0	6	2	7	9	12	4	14	0	14	4
MSTRG.5582	MSTRG.5582	ENST00000525482.5	2	0	0	3	0	0	2	2	7	3	0	0	0	1	0
MSTRG.5582	MSTRG.5582	ENST00000543966.5	1	0	0	1	0	0	2	2	0	3	0	0	0	0	0
MSTRG.15652		ENST00000444108.7	0	0	0	0	0	0	2	0	1	3	1	0	0	0	0
MSTRG.15652		ENST00000409890.6	2	0	0	0	0	0	2	0	0	3	0	2	0	0	0
MSTRG.15652		ENST00000315658.11	2	0	0	0	0	0	2	0	0	1	2	2	0	0	0
MSTRG.15652		ENST00000393852.8	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0
MSTRG.15651		ENST00000409984.2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000067048.17	DDX3Y	ENST00000336079.8	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0
MSTRG.15649		ENST00000409015.5	0	1	2	4	1	4	2	2	0	4	5	6	1	0	2
ENSG00000152284.5	TCF7L1	ENST00000282111.4	2	0	0	12	2	2	2	8	7	9	3	3	2	10	5
MSTRG.4326		ENST00000702629.1	2	2	0	0	2	0	2	3	1	0	0	2	0	0	2
MSTRG.28754		ENST00000687423.1	0	0	0	0	0	2	2	0	2	2	0	0	0	0	0
MSTRG.18355	MSTRG.18355	ENST00000680978.1	2	2	0	0	0	3	2	0	0	1	0	3	0	2	0
MSTRG.4326		ENST00000664153.3	3	2	0	2	2	0	2	3	1	1	0	2	0	1	1
MSTRG.15640	MSTRG.15640	ENST00000484365.1	18	10	8	19	23	7	2	13	14	13	16	10	2	8	4
MSTRG.18355	MSTRG.18355	ENST00000636714.1	1	0	0	0	1	0	2	0	0	2	0	1	0	0	0
MSTRG.15622	MSTRG.15622	ENST00000410113.5	1	1	1	6	1	1	2	2	4	6	4	2	0	1	1
MSTRG.9912		ENST00000333202.8	5	4	0	18	6	12	2	6	10	16	6	5	4	8	7
MSTRG.15664	MSTRG.15664	ENST00000693681.1	0	0	0	0	2	2	2	4	0	1	3	2	0	0	0
MSTRG.5568		ENST00000531667.5	0	0	0	2	3	0	2	4	6	0	2	3	0	0	0
MSTRG.9906		ENST00000540017.6	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
MSTRG.15671		ENST00000489682.1	15	2	6	3	10	6	2	2	16	3	3	1	0	0	2
MSTRG.15671		ENST00000306279.4	15	2	6	3	10	6	2	2	16	3	3	0	0	0	2
MSTRG.15671		ENST00000469442.5	15	2	6	3	10	6	2	2	16	3	3	1	0	0	2
MSTRG.15670	MSTRG.15670	ENST00000306336.6	4	2	1	4	2	0	2	5	8	3	2	0	2	3	2
MSTRG.15668		ENST00000444380.5	3	0	0	0	1	0	2	0	2	4	3	2	0	0	2
MSTRG.15668		ENST00000431593.5	5	4	2	2	4	3	2	0	8	8	6	7	0	0	4
MSTRG.15668		ENST00000306353.7	5	4	2	2	4	3	2	0	8	8	6	7	1	0	4
MSTRG.9034	MSTRG.9034	MSTRG.9034.20	2	1	2	6	3	12	2	7	4	6	9	7	3	5	5
MSTRG.15668		ENST00000334462.10	5	4	2	2	4	3	2	0	8	8	6	7	0	1	5
ENSG00000291356.1	IARS1	ENST00000707252.1	1	2	3	3	1	3	2	4	2	4	1	4	0	2	2
MSTRG.9034	MSTRG.9034	MSTRG.9034.18	3	2	1	2	3	9	2	0	0	4	3	1	0	2	1
ENSG00000291356.1	IARS1	ENST00000707250.1	4	0	3	5	4	2	2	3	4	3	2	4	0	2	5
MSTRG.5575	MSTRG.5575	MSTRG.5575.5	3	7	0	3	2	1	2	5	1	4	1	1	0	4	1
MSTRG.15662	MSTRG.15662	ENST00000461845.1	1	1	3	3	1	4	2	1	4	6	3	2	1	5	5
MSTRG.9034	MSTRG.9034	ENST00000707005.1	1	0	2	3	0	6	2	1	5	4	6	0	0	1	5
ENSG00000292372.1	WASH6P	ENST00000711273.1	1	1	3	5	1	0	2	1	1	2	1	0	0	0	0
ENSG00000289707.1	ENSG00000289707	ENST00000696464.1	2	1	1	0	1	1	2	0	0	0	0	0	0	0	0
MSTRG.9034	MSTRG.9034	ENST00000707014.1	2	2	4	2	8	4	2	3	7	3	4	5	0	2	3
MSTRG.4343		ENST00000527575.6	4	2	0	0	4	0	2	2	0	0	0	0	0	3	1
MSTRG.4343		ENST00000334310.10	4	2	0	0	4	0	2	2	0	0	0	0	0	3	0
MSTRG.4343		ENST00000527636.7	4	2	0	0	4	0	2	2	0	0	0	0	0	3	0
MSTRG.15581		ENST00000683594.1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
MSTRG.9012		ENST00000566407.5	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
MSTRG.18587		ENST00000413704.5	2	0	0	1	0	3	2	0	1	1	1	6	0	2	0
MSTRG.5644	MSTRG.5644	ENST00000688672.1	2	2	3	4	2	3	2	4	4	2	6	0	0	0	2
MSTRG.15555	MSTRG.15555	MSTRG.15555.1	4	2	2	0	0	2	2	0	1	5	0	0	0	2	2
MSTRG.9951		ENST00000341413.8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.5641	MSTRG.5641	ENST00000532252.5	0	0	0	0	0	1	2	1	2	1	5	2	0	0	0
MSTRG.5641	MSTRG.5641	MSTRG.5641.8	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0
MSTRG.5641	MSTRG.5641	ENST00000533711.1	0	0	1	0	0	0	2	2	1	0	0	2	0	0	1
MSTRG.28712	MSTRG.28712	ENST00000369807.6	8	0	1	1	4	7	2	8	7	16	8	6	0	9	3
MSTRG.18521	MSTRG.18521	ENST00000543927.6	2	0	1	4	0	2	2	3	7	2	1	4	0	6	1
MSTRG.18526	MSTRG.18526	ENST00000216124.10	1	2	0	0	0	4	2	3	7	15	7	8	0	8	4
MSTRG.9951		ENST00000389703.8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.5644	MSTRG.5644	ENST00000688834.1	3	2	4	4	2	4	2	2	6	2	7	0	0	2	2
MSTRG.5644	MSTRG.5644	ENST00000691025.1	3	2	3	4	2	2	2	3	5	0	7	0	0	2	4
MSTRG.9941	MSTRG.9941	ENST00000474840.5	1	2	0	3	2	2	2	5	6	5	4	0	1	1	2
MSTRG.5644	MSTRG.5644	ENST00000689387.1	4	2	2	4	0	3	2	3	4	2	4	0	0	2	4
MSTRG.18533		ENST00000467796.5	3	1	1	5	3	3	2	1	8	3	4	1	1	4	3
ENSG00000227129.6	NEU1	ENST00000473255.5	2	0	1	3	0	5	2	3	2	4	3	2	0	1	1
MSTRG.9951		ENST00000389701.9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000227129.6	NEU1	ENST00000422978.2	1	2	0	2	1	4	2	3	7	0	4	2	0	2	3
MSTRG.18533		ENST00000651346.2	5	2	3	54	21	105	2	70	101	77	80	70	26	90	74
MSTRG.18533		ENST00000689105.1	4	5	0	15	6	12	2	10	13	15	20	23	0	14	13
MSTRG.5647		ENST00000281187.10	2	3	1	10	8	11	2	9	17	23	10	9	2	3	6
MSTRG.18533		ENST00000687913.2	3	1	0	25	11	58	2	32	48	43	40	34	11	39	31
ENSG00000229363.9	NELFE	ENST00000494485.5	9	6	2	7	5	5	2	3	20	7	0	6	3	6	1
MSTRG.5641	MSTRG.5641	MSTRG.5641.2	0	0	0	1	0	1	2	0	1	1	5	1	0	1	0
MSTRG.4182		ENST00000278243.9	0	1	1	1	4	11	2	3	3	4	8	0	0	2	2
MSTRG.18518	MSTRG.18518	ENST00000685411.1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.18518	MSTRG.18518	ENST00000686758.1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.15557	MSTRG.15557	ENST00000413592.5	0	0	0	1	0	0	2	0	2	0	0	2	0	0	0
MSTRG.15557	MSTRG.15557	MSTRG.15557.3	0	0	2	0	0	0	2	0	1	3	1	0	0	0	0
MSTRG.15557	MSTRG.15557	MSTRG.15557.1	0	1	2	5	0	3	2	3	5	13	7	4	0	3	5
MSTRG.18511	MSTRG.18511	ENST00000216271.10	5	0	0	2	0	3	2	3	1	4	3	4	0	5	0
MSTRG.15555	MSTRG.15555	ENST00000524537.1	5	2	1	2	8	5	2	1	6	14	3	3	0	5	2
ENSG00000167323.13	STIM1	ENST00000300737.8	3	5	0	3	3	2	2	0	0	2	0	0	0	3	3
MSTRG.5634		ENST00000397753.5	0	6	3	2	4	6	2	4	0	0	2	0	0	1	0
MSTRG.9945		ENST00000568689.5	2	1	2	3	2	1	2	2	3	7	5	1	0	6	1
MSTRG.18508		ENST00000395764.5	6	3	0	2	2	0	2	2	6	6	4	0	0	4	3
MSTRG.18508		ENST00000417877.1	8	7	2	5	5	2	2	1	13	17	6	2	0	1	3
MSTRG.18512		ENST00000479818.5	6	3	5	5	6	8	2	7	5	15	12	10	0	13	7
MSTRG.18512		ENST00000479701.5	6	3	5	5	8	8	2	7	8	15	12	10	0	13	7
MSTRG.18512		ENST00000359337.9	6	3	5	5	9	8	2	7	8	15	12	10	0	13	7
MSTRG.18512		ENST00000449103.5	6	3	5	5	9	8	2	7	8	15	12	10	0	13	7
MSTRG.18512		ENST00000463165.1	6	3	5	5	8	6	2	7	8	15	11	10	0	13	7
MSTRG.9951		ENST00000549114.5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.5634		ENST00000529982.5	1	0	2	0	3	0	2	1	0	2	1	4	0	0	0
MSTRG.28713		ENST00000698319.1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
MSTRG.28713		ENST00000698318.1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0
MSTRG.28713		ENST00000698317.1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
MSTRG.18518	MSTRG.18518	ENST00000470434.2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000229363.9	NELFE	ENST00000463500.5	4	4	4	6	3	2	2	0	8	5	0	5	1	2	3
ENSG00000232616.9	SKIC2	ENST00000464568.5	1	2	0	0	0	2	2	2	3	4	0	1	1	1	0
ENSG00000226033.11	STK19	ENST00000444147.5	0	0	0	1	3	0	2	4	0	4	0	3	0	0	0
MSTRG.18568		ENST00000456506.2	4	0	2	4	2	1	2	7	15	3	5	5	2	3	2
MSTRG.18579	MSTRG.18579	MSTRG.18579.20	1	1	2	4	2	2	2	10	9	6	15	11	2	10	5
ENSG00000235758.9	AGPAT1	ENST00000425572.5	0	1	2	0	1	0	2	0	0	2	1	1	0	1	0
MSTRG.15534		ENST00000654716.1	0	1	2	0	0	0	2	0	1	1	0	0	0	0	0
MSTRG.15534		ENST00000666074.1	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0
MSTRG.4182		ENST00000528216.5	4	3	2	1	3	5	2	2	4	8	3	2	0	3	1
MSTRG.4178		ENST00000700607.1	3	0	0	0	2	7	2	0	2	0	0	3	0	0	0
MSTRG.4178		ENST00000700606.1	3	0	0	0	0	7	2	0	2	1	0	3	0	0	0
MSTRG.4178		ENST00000700605.1	3	0	0	0	0	7	2	0	2	1	0	3	0	0	0
MSTRG.4178		ENST00000700604.1	3	1	0	1	1	7	2	1	2	1	0	3	0	0	0
MSTRG.9959		ENST00000711633.1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
MSTRG.4178		ENST00000397007.10	3	0	0	0	0	7	2	0	2	1	0	3	0	0	0
MSTRG.18579	MSTRG.18579	ENST00000702536.1	0	0	0	3	2	5	2	5	18	12	15	15	2	12	16
ENSG00000234243.7	GPSM3	ENST00000470865.5	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0
MSTRG.4178		ENST00000397004.9	3	0	0	0	0	7	2	0	2	1	0	3	0	1	0
ENSG00000237599.9	TAP2	ENST00000619283.1	4	0	0	4	0	0	2	1	2	6	6	1	0	2	1
MSTRG.18579	MSTRG.18579	ENST00000481221.7	0	1	0	3	2	6	2	8	5	6	6	6	2	6	0
MSTRG.4178		ENST00000700602.1	2	0	0	0	0	1	2	0	3	0	0	0	0	0	0
MSTRG.9970	MSTRG.9970	ENST00000325437.10	0	1	0	3	6	1	2	3	2	7	6	2	1	5	4
MSTRG.18587		ENST00000683012.1	0	0	0	1	0	0	2	3	2	0	0	0	1	1	0
MSTRG.18587		ENST00000406341.5	2	0	0	0	3	2	2	2	1	0	0	3	0	2	0
MSTRG.18587		ENST00000468208.2	0	0	0	1	0	0	2	3	2	0	0	0	1	1	0
MSTRG.18579	MSTRG.18579	ENST00000519043.5	1	0	4	5	5	8	2	34	31	23	32	20	9	25	15
MSTRG.18568		ENST00000454244.4	4	0	2	4	2	0	2	7	13	3	5	4	2	3	2
MSTRG.9951		ENST00000569385.1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0
MSTRG.18568		ENST00000157600.8	4	0	4	7	2	0	2	7	16	5	5	6	2	3	2
MSTRG.18533		ENST00000701134.1	0	2	0	5	2	2	2	1	6	5	6	3	0	4	5
MSTRG.18533		ENST00000687360.1	0	2	2	33	10	47	2	35	44	39	42	32	15	38	35
MSTRG.18533		ENST00000701498.1	0	2	0	8	3	15	2	13	17	10	12	9	4	19	20
ENSG00000226033.11	STK19	ENST00000465050.5	0	0	0	2	0	1	2	2	1	3	0	3	0	0	2
MSTRG.18531		ENST00000280591.10	0	1	0	7	1	5	2	4	9	5	9	7	0	13	0
MSTRG.4182		ENST00000493547.6	0	2	0	4	5	7	2	3	7	6	9	0	0	3	0
MSTRG.4182		ENST00000532523.5	1	2	3	3	4	10	2	2	3	5	8	0	0	1	2
MSTRG.4182		ENST00000396993.8	3	1	3	3	6	7	2	3	6	6	13	0	1	3	0
MSTRG.28709	MSTRG.28709	ENST00000486738.5	0	0	0	8	3	4	2	5	8	8	2	10	0	2	4
MSTRG.15533	MSTRG.15533	ENST00000477044.6	0	0	3	5	2	7	2	7	7	5	2	4	1	2	5
MSTRG.18545	MSTRG.18545	MSTRG.18545.5	4	4	4	7	6	18	2	8	17	19	14	19	3	12	15
MSTRG.18545	MSTRG.18545	ENST00000465436.5	3	2	4	7	3	13	2	1	11	14	12	11	2	8	9
MSTRG.18545	MSTRG.18545	ENST00000496600.5	0	3	1	3	0	4	2	5	10	4	0	2	0	0	1
MSTRG.18545	MSTRG.18545	ENST00000489771.2	0	3	0	3	0	4	2	5	10	4	0	2	0	0	0
MSTRG.15533	MSTRG.15533	ENST00000282574.8	3	3	3	10	4	7	2	4	1	4	0	3	1	7	2
MSTRG.4182		ENST00000396986.6	4	0	1	4	3	8	2	2	4	6	9	0	0	2	0
MSTRG.15533	MSTRG.15533	ENST00000433529.7	4	3	4	13	5	9	2	7	2	4	0	3	0	7	3
MSTRG.15533	MSTRG.15533	ENST00000415783.6	4	3	5	12	5	6	2	7	2	4	0	3	0	7	1
