Gene_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000166479,12,5,8,21,11,9,9,23,26,24,9,14,2,12,21
ENSG00000166483,22,13,10,8,18,8,13,1,20,2,1,1,1,8,1
ENSG00000166484,10,30,3,38,30,10,1,48,32,42,26,1,3,34,14
ENSG00000166503,22,22,12,34,28,41,16,24,31,57,47,24,1,26,17
ENSG00000166507,8,0,2,6,2,3,6,1,11,4,2,2,0,5,2
ENSG00000166508,216,147,78,277,228,206,192,64,200,156,168,107,29,126,141
ENSG00000166510,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0
ENSG00000166523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000166526,0,8,6,14,18,13,13,0,11,16,0,20,0,10,6
ENSG00000166529,6,3,0,0,6,0,0,1,0,6,0,4,1,14,4
ENSG00000166532,14,4,12,36,17,30,8,9,43,18,26,7,0,42,11
ENSG00000166548,6,1,23,16,29,0,2,0,25,20,0,0,1,1,48
ENSG00000166557,73,53,105,128,136,142,91,159,158,185,177,155,24,159,117
ENSG00000166562,35,34,30,69,74,127,23,124,217,198,162,116,36,160,106
ENSG00000166575,18,15,10,22,28,13,24,37,42,63,31,38,20,43,31
ENSG00000166578,0,1,0,2,3,1,0,0,0,0,1,5,0,0,0
ENSG00000166579,20,35,12,50,27,58,37,17,32,28,48,16,0,16,16
ENSG00000166582,24,1,6,33,15,6,12,27,55,19,31,36,1,44,19
ENSG00000166592,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000166595,82,76,98,360,214,604,177,590,726,924,730,518,81,510,502
ENSG00000166598,1143,892,680,1182,1129,1055,736,1300,1995,1788,1523,937,208,1441,865
ENSG00000166619,57,66,24,76,47,61,32,58,105,95,62,42,0,26,40
ENSG00000166664,1,1,0,0,1,0,2,0,4,0,0,0,0,1,1
ENSG00000166669,1,12,1,23,5,41,7,35,37,31,46,59,7,28,35
ENSG00000166670,3,5,6,6,8,6,9,1,2,2,0,1,0,3,0
ENSG00000166676,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000166681,490,516,429,1651,780,2840,466,1978,2466,2653,2478,2160,499,2440,1861
ENSG00000166685,19,20,1,4,15,2,1,8,13,4,4,16,12,9,11
ENSG00000166689,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000166704,0,0,1,12,0,0,2,1,0,0,0,0,0,0,0
ENSG00000166707,0,14,1,9,1,0,0,1,0,0,0,0,0,0,1
ENSG00000166710,317,340,257,1964,887,3651,456,3412,4072,4153,3950,4016,1304,5709,4131
ENSG00000166716,12,2,24,4,7,11,5,16,13,11,1,10,6,15,3
ENSG00000166734,40,19,12,25,15,9,9,9,33,58,12,15,0,7,12
ENSG00000166741,528,353,181,997,526,1294,440,1600,2080,2335,1905,1470,366,1723,1487
ENSG00000166747,8,13,20,15,10,25,9,28,40,29,31,16,1,14,3
ENSG00000166750,1,1,7,13,6,6,5,8,11,27,9,6,4,4,8
ENSG00000166762,2,1,1,0,1,1,2,0,0,0,0,0,0,0,0
ENSG00000166770,0,0,5,17,3,15,0,0,2,4,13,9,0,12,1
ENSG00000166780,17,0,1,13,11,9,1,12,4,14,14,3,2,14,3
ENSG00000166783,18,24,1,9,20,16,6,6,32,33,9,18,6,10,15
ENSG00000166788,21,33,7,32,40,33,43,41,35,23,25,1,0,6,1
ENSG00000166794,776,1361,800,5237,2247,10363,829,9002,10720,11341,9839,9208,2506,10481,8636
ENSG00000166796,0,0,0,0,1,1,0,0,6,1,1,1,4,4,6
ENSG00000166797,53,38,23,225,104,438,55,286,277,312,341,368,68,334,282
ENSG00000166801,72,28,10,79,43,47,27,5,1,34,24,8,14,22,39
ENSG00000166803,141,242,149,793,358,1262,215,654,897,1016,722,891,205,1034,779
ENSG00000166813,1,6,1,1,0,0,0,1,0,8,1,1,1,0,4
ENSG00000166821,1,1,0,2,0,4,1,0,2,4,6,6,0,11,3
ENSG00000166822,9,6,0,16,18,10,6,1,15,1,37,11,1,11,7
ENSG00000166823,0,0,0,0,0,0,0,0,4,8,0,0,0,2,0
ENSG00000166825,133,98,51,149,70,145,75,48,72,53,30,34,10,41,1
ENSG00000166828,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000166831,8,10,0,8,1,3,0,6,12,8,6,1,1,0,6
ENSG00000166833,16,2,1,36,12,18,30,2,2,0,24,18,5,0,0
ENSG00000166839,6,0,0,0,0,1,0,1,0,0,1,2,0,0,0
ENSG00000166845,4,4,0,1,20,11,6,0,0,6,4,0,0,12,4
ENSG00000166847,45,24,12,54,64,21,40,65,67,84,63,36,7,56,60
ENSG00000166848,11,5,7,7,10,12,14,12,17,23,15,9,5,14,8
ENSG00000166851,74,81,30,83,74,91,52,39,74,75,45,30,6,56,26
ENSG00000166855,2,2,3,4,3,5,2,6,6,3,16,6,0,5,3
ENSG00000166856,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0
ENSG00000166860,1,1,0,0,0,3,0,0,1,1,1,1,0,0,1
ENSG00000166869,0,2,1,0,1,1,1,1,0,0,0,1,0,0,0
ENSG00000166881,4,0,0,2,8,9,2,6,12,3,8,1,1,0,1
ENSG00000166886,4,0,4,16,8,8,1,1,14,1,6,4,0,1,4
ENSG00000166887,16,6,12,26,21,0,18,23,28,39,30,9,1,9,12
ENSG00000166888,29,67,45,107,65,76,93,50,58,106,32,87,13,63,55
ENSG00000166889,1,0,4,0,2,4,0,3,14,6,3,4,1,3,0
ENSG00000166896,4,3,8,11,16,28,12,17,0,14,12,2,0,5,0
ENSG00000166897,0,0,0,0,4,0,0,2,1,0,1,0,0,2,0
ENSG00000166900,28,20,6,30,16,13,42,33,72,62,48,24,0,28,26
ENSG00000166902,20,8,9,28,18,55,13,36,60,71,39,27,6,31,59
ENSG00000166908,0,4,4,14,8,16,12,10,22,22,8,8,1,18,18
ENSG00000166912,26,62,23,60,57,74,51,67,68,55,86,79,7,25,21
ENSG00000166913,497,325,170,418,383,689,267,432,701,747,524,475,96,470,423
ENSG00000166920,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000166922,1,0,2,1,4,8,0,0,14,1,2,1,1,1,4
ENSG00000166923,1,0,0,1,0,2,2,0,2,0,0,0,0,0,0
ENSG00000166924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166925,49,9,14,42,18,21,10,27,30,61,54,21,9,25,18
ENSG00000166938,1,9,0,12,1,22,9,6,13,29,5,9,1,18,9
ENSG00000166946,42,15,1,37,84,77,72,24,30,38,68,45,5,51,41
ENSG00000166949,60,51,19,87,102,65,92,37,53,104,69,76,1,110,116
ENSG00000166960,1,1,0,4,0,0,2,5,19,15,20,8,2,9,8
ENSG00000166961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000166963,1,1,1,6,1,12,1,4,8,4,0,0,0,0,0
ENSG00000166965,1,27,0,0,17,15,0,7,6,0,3,12,0,9,0
ENSG00000166971,5,15,0,21,6,27,11,18,4,14,6,7,1,7,7
ENSG00000166974,106,63,49,174,76,113,96,90,146,156,184,64,8,62,79
ENSG00000166979,2,31,0,1,1,19,24,24,9,43,52,48,9,69,3
ENSG00000166984,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000166986,75,117,31,77,91,111,99,75,124,194,103,59,32,89,62
ENSG00000166987,12,1,9,28,7,6,13,12,13,9,1,2,1,7,1
ENSG00000166997,28,15,8,22,11,20,6,11,37,16,27,11,3,17,14
ENSG00000167004,109,167,102,180,202,238,155,161,221,227,270,222,24,181,114
ENSG00000167005,31,28,24,46,35,91,27,51,86,84,72,63,14,69,45
ENSG00000167034,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000167037,0,0,0,0,0,0,0,3,3,0,0,4,1,6,0
ENSG00000167065,0,4,1,1,7,1,8,1,2,5,7,3,1,2,0
ENSG00000167074,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
ENSG00000167077,0,1,0,0,1,1,2,0,0,0,0,2,0,0,0
ENSG00000167080,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000167081,26,92,41,24,60,14,90,15,15,24,11,16,1,15,1
ENSG00000167083,8,1,0,11,0,10,0,6,4,7,13,2,5,10,13
ENSG00000167085,252,284,189,873,546,1742,329,1091,1534,1370,1464,1363,332,1550,1544
ENSG00000167088,401,566,419,1980,1101,2656,765,1888,2740,2943,2603,2463,478,2593,1979
ENSG00000167094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167100,4,1,0,10,5,6,3,2,0,2,4,5,0,9,4
ENSG00000167103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000167105,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0
ENSG00000167106,13,20,8,8,16,12,24,0,0,18,8,16,0,0,13
ENSG00000167107,17,8,0,15,1,4,0,15,14,42,1,1,0,17,29
ENSG00000167110,47,66,33,70,28,27,48,57,102,138,85,70,3,89,54
ENSG00000167112,15,6,6,12,5,17,14,9,7,22,21,8,2,25,22
ENSG00000167113,23,20,21,45,65,86,38,84,91,122,102,68,6,56,81
ENSG00000167114,4,7,11,10,9,11,6,6,14,10,18,8,0,12,10
ENSG00000167118,45,39,41,84,73,139,38,78,144,120,96,79,17,80,72
ENSG00000167123,10,6,1,4,10,14,0,1,20,30,1,4,0,6,16
ENSG00000167130,21,5,6,38,15,8,11,20,15,9,17,21,4,1,0
ENSG00000167131,0,1,0,0,0,1,0,0,0,1,3,0,1,1,4
ENSG00000167136,3,0,2,2,2,5,1,9,2,10,9,2,3,3,6
ENSG00000167157,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000167165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000167173,3,1,9,12,11,14,12,15,18,21,15,30,1,16,6
ENSG00000167178,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1
ENSG00000167182,2,0,1,5,4,11,13,10,8,30,0,14,0,6,2
ENSG00000167186,22,8,16,39,19,26,0,6,36,56,19,10,1,12,20
ENSG00000167191,4,2,0,17,8,13,1,14,50,31,13,27,10,32,37
ENSG00000167193,22,21,18,24,21,20,22,17,51,26,17,25,1,10,24
ENSG00000167196,26,12,30,20,30,38,32,21,47,60,53,22,9,20,28
ENSG00000167202,27,9,1,18,18,11,6,24,33,24,24,12,6,9,21
ENSG00000167216,0,0,15,0,1,0,1,0,0,4,0,0,0,0,0
ENSG00000167220,11,3,1,0,10,6,1,16,6,5,11,0,4,28,0
ENSG00000167232,0,2,0,12,8,6,3,17,8,42,14,19,2,22,18
ENSG00000167244,9,9,1,12,6,1,0,115,132,190,96,39,10,48,21
ENSG00000167257,0,1,1,16,10,7,4,12,14,9,8,14,1,3,5
ENSG00000167258,10,6,23,10,9,4,6,6,7,11,21,8,1,18,14
ENSG00000167261,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
ENSG00000167264,8,1,1,16,8,1,20,2,8,38,0,18,0,4,2
ENSG00000167272,40,34,34,107,33,135,34,133,158,160,138,118,38,190,135
ENSG00000167280,6,0,0,1,0,1,1,0,7,12,18,0,6,0,6
ENSG00000167283,7032,8815,7068,27029,16678,36280,12329,28998,39452,43638,39270,39724,6577,37383,28196
ENSG00000167291,8,14,4,8,17,10,6,5,16,10,8,13,0,7,10
ENSG00000167302,1,0,0,18,8,11,6,15,11,19,19,6,0,19,1
ENSG00000167306,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0
ENSG00000167311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167315,46,55,28,59,86,27,45,69,65,69,44,55,0,39,51
ENSG00000167323,16,34,1,18,15,11,9,0,0,10,6,1,0,18,18
ENSG00000167325,133,83,45,99,86,137,94,63,117,165,92,86,41,101,72
ENSG00000167333,0,4,1,3,2,3,0,1,2,1,4,3,0,1,0
ENSG00000167363,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
ENSG00000167371,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000167377,0,12,0,5,0,0,0,22,23,12,0,0,0,0,0
ENSG00000167378,10,14,4,22,10,8,12,3,1,20,3,3,0,12,12
ENSG00000167380,18,9,21,76,25,157,27,192,157,276,210,188,39,137,111
ENSG00000167384,8,0,0,0,2,1,2,0,10,1,3,0,0,0,0
ENSG00000167393,0,0,3,2,0,0,0,0,0,3,1,0,0,0,0
ENSG00000167394,8,0,6,28,1,0,10,1,1,13,7,1,0,8,0
ENSG00000167395,0,0,0,0,0,6,0,4,11,0,4,0,0,3,0
ENSG00000167397,158,306,138,666,376,1425,205,873,1210,1285,1129,920,177,1086,890
ENSG00000167414,1,0,1,1,0,4,3,0,0,0,0,0,0,0,0
ENSG00000167419,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167447,6,0,0,0,0,8,8,6,6,57,13,1,0,6,9
ENSG00000167460,1186,1047,604,1379,1020,931,898,873,1400,1687,1079,769,166,884,596
ENSG00000167461,37,22,11,35,35,46,30,24,29,37,39,18,3,35,7
ENSG00000167468,640,888,796,1739,1816,5215,1233,5237,7306,7515,5935,3138,273,2064,4201
ENSG00000167470,54,22,18,28,46,36,48,41,74,52,47,52,8,36,24
ENSG00000167476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000167483,0,8,2,0,6,0,2,0,0,0,0,1,0,0,3
ENSG00000167487,4,4,0,1,1,1,4,0,0,0,0,0,1,14,0
ENSG00000167491,15,35,35,118,68,68,60,72,59,78,94,49,1,27,39
ENSG00000167508,135,134,91,177,171,202,178,140,218,234,266,189,29,156,145
ENSG00000167513,3,7,6,10,10,14,8,4,16,9,6,5,0,7,4
ENSG00000167515,566,698,598,2764,1543,4163,1030,2477,4174,4012,3737,3587,644,3913,2912
ENSG00000167522,52,39,16,89,24,39,31,9,52,55,33,45,1,19,44
ENSG00000167523,23,23,23,47,38,77,41,72,58,81,83,97,19,53,37
ENSG00000167524,1,3,3,6,1,1,0,1,0,1,1,2,0,1,2
ENSG00000167525,0,6,0,0,1,0,0,0,0,4,0,0,0,0,0
ENSG00000167526,2702,1806,1226,3132,2541,3260,1734,2566,4192,4318,3302,2796,558,2896,2693
ENSG00000167528,1,0,6,1,0,1,2,15,19,8,10,6,0,7,1
ENSG00000167535,28,23,17,43,17,39,42,19,34,42,14,46,1,31,40
ENSG00000167536,6,0,0,1,6,1,1,9,33,1,0,0,0,0,0
ENSG00000167543,21,17,0,30,6,12,9,16,6,1,15,12,1,6,0
ENSG00000167548,27,0,0,17,18,15,1,17,6,6,17,8,3,12,7
ENSG00000167549,1,0,0,0,1,0,0,0,0,1,0,0,0,8,0
ENSG00000167550,12,0,0,0,0,7,0,3,3,0,0,1,0,0,0
ENSG00000167552,924,722,464,1297,1114,1387,647,592,799,993,670,519,146,687,577
ENSG00000167553,618,455,340,754,691,507,555,535,821,1026,679,547,108,503,469
ENSG00000167554,0,0,5,1,0,11,1,15,11,0,0,1,0,0,0
ENSG00000167555,0,0,0,1,0,1,0,3,1,9,1,1,0,3,1
ENSG00000167562,6,0,0,18,6,12,6,15,12,26,15,3,0,15,0
ENSG00000167565,11,3,1,6,4,18,4,5,5,6,20,8,2,11,6
ENSG00000167566,8,9,5,16,16,25,12,10,18,19,29,27,1,8,6
ENSG00000167578,40,38,36,100,59,56,72,57,120,101,76,82,3,86,25
ENSG00000167595,4,3,0,18,12,5,4,0,1,9,8,0,1,2,4
ENSG00000167600,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
ENSG00000167601,57,39,22,93,41,41,41,8,23,28,23,30,1,15,12
ENSG00000167604,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ENSG00000167608,0,1,0,0,0,4,0,2,5,6,0,2,0,1,1
ENSG00000167612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000167615,21,7,6,19,3,10,1,2,8,5,5,1,1,5,1
ENSG00000167617,9,9,4,12,11,13,7,11,6,15,14,10,0,7,2
ENSG00000167625,6,1,6,9,0,9,0,0,12,15,9,6,0,6,1
ENSG00000167632,6,0,0,1,1,12,1,1,40,24,6,10,1,11,1
ENSG00000167635,35,29,30,48,49,14,40,26,41,34,16,17,1,19,37
ENSG00000167637,11,3,8,11,1,9,0,0,0,10,5,0,1,0,1
ENSG00000167641,1,1,11,1,13,0,0,1,1,0,0,0,0,0,0
ENSG00000167642,35,6,35,13,25,13,15,0,0,0,0,10,0,0,0
ENSG00000167644,25,8,12,89,47,69,49,96,101,170,101,65,2,79,75
ENSG00000167645,13,32,25,33,13,25,12,23,62,32,46,28,0,34,30
ENSG00000167646,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ENSG00000167653,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
ENSG00000167654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167657,23,20,19,20,41,24,24,26,91,71,49,49,0,31,24
ENSG00000167658,387,350,271,370,492,342,338,400,600,611,452,388,56,381,320
ENSG00000167670,6,14,1,5,4,4,5,2,3,8,6,6,1,6,4
ENSG00000167671,133,72,41,51,95,57,42,49,151,100,134,68,27,37,68
ENSG00000167674,58,17,14,23,79,36,9,18,97,81,51,6,6,42,32
ENSG00000167680,12,16,10,21,22,15,22,30,42,44,18,15,4,21,14
ENSG00000167685,33,18,15,36,33,8,6,26,12,40,31,30,0,36,11
ENSG00000167693,37,19,19,23,12,13,14,1,22,6,21,26,1,19,1
ENSG00000167695,11,22,8,40,8,2,6,18,19,25,20,25,8,13,2
ENSG00000167699,4,30,10,45,34,41,34,56,95,63,77,42,34,16,32
ENSG00000167700,6,4,1,9,0,12,12,17,44,41,21,17,0,28,16
ENSG00000167702,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000167703,21,4,4,30,5,7,4,9,10,9,8,9,0,4,9
ENSG00000167705,1,0,1,8,8,4,0,10,9,6,12,8,1,9,2
ENSG00000167716,0,21,0,0,0,10,5,2,17,2,1,3,0,1,1
ENSG00000167720,8,0,4,10,9,3,6,10,20,6,7,5,1,9,7
ENSG00000167721,16,24,6,19,6,18,5,11,16,14,12,6,0,22,6
ENSG00000167733,4,0,3,13,2,5,10,24,0,1,4,0,4,0,30
ENSG00000167740,16,17,6,23,8,17,18,25,64,36,27,30,0,15,20
ENSG00000167749,0,0,0,1,11,0,1,0,1,0,0,0,0,0,0
ENSG00000167755,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000167766,2,0,1,14,8,15,9,4,9,7,17,4,0,10,6
ENSG00000167767,17,19,8,30,20,14,18,18,79,48,54,21,11,19,30
ENSG00000167770,171,192,106,491,184,915,148,527,838,736,656,631,165,730,531
ENSG00000167771,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167772,0,14,8,31,8,0,0,19,77,35,43,12,0,0,12
ENSG00000167774,25,28,22,105,52,132,30,129,150,169,173,178,20,160,112
ENSG00000167775,84,45,24,101,78,84,60,56,116,110,82,38,9,65,38
ENSG00000167778,10,10,11,18,15,7,6,8,14,15,12,12,0,8,4
ENSG00000167779,32,11,6,43,37,83,17,12,2,47,9,16,14,35,24
ENSG00000167792,185,85,94,164,150,165,90,138,283,191,177,127,57,122,106
ENSG00000167797,40,49,24,97,64,247,47,125,189,170,153,73,25,110,100
ENSG00000167799,9,12,18,18,18,12,1,1,12,12,9,6,0,14,15
ENSG00000167807,0,0,0,0,2,0,0,2,2,1,1,0,0,0,0
ENSG00000167815,413,503,350,1152,832,1880,558,1221,1662,1830,1606,1456,246,1414,1054
ENSG00000167840,16,20,4,6,31,45,30,39,36,46,0,13,2,12,1
ENSG00000167842,6,6,1,12,7,17,15,33,13,17,25,1,0,10,21
ENSG00000167861,13,2,1,13,13,15,3,10,12,35,28,12,0,19,15
ENSG00000167862,57,33,14,89,48,65,33,53,75,53,55,74,8,57,75
ENSG00000167863,224,298,179,978,497,1306,342,1102,1544,1620,1476,1388,332,1464,1113
ENSG00000167874,21,24,32,123,86,219,53,269,370,441,317,342,52,279,263
ENSG00000167881,87,22,52,75,60,61,59,41,83,132,73,45,1,38,38
ENSG00000167889,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0
ENSG00000167900,36,31,25,53,46,92,41,46,57,68,51,50,10,47,47
ENSG00000167904,8,1,0,3,5,16,16,6,19,18,4,15,0,7,4
ENSG00000167910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000167912,0,10,0,4,4,10,0,16,18,17,14,6,0,15,4
ENSG00000167920,1,3,0,7,7,4,0,7,11,18,12,8,5,29,6
ENSG00000167925,9,9,9,6,18,6,0,0,9,21,10,1,0,1,10
ENSG00000167930,26,12,12,38,6,26,0,22,48,19,39,17,8,20,12
ENSG00000167962,15,1,23,25,12,14,6,15,29,33,23,34,0,16,9
ENSG00000167964,0,0,6,12,0,0,0,8,0,8,0,0,1,0,0
ENSG00000167965,16,16,10,58,28,31,40,16,86,37,10,58,0,42,39
ENSG00000167967,30,20,20,10,1,45,1,10,97,39,1,1,0,25,15
ENSG00000167968,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0
ENSG00000167969,45,12,11,12,10,10,14,25,28,47,29,22,6,30,30
ENSG00000167972,17,1,8,1,1,9,12,12,37,14,16,35,8,29,16
ENSG00000167977,7,5,9,11,11,3,8,3,9,7,9,5,1,6,4
ENSG00000167978,168,129,67,65,96,164,103,116,219,130,141,80,8,65,82
ENSG00000167981,3,0,1,0,0,0,0,1,0,3,0,1,0,0,1
ENSG00000167984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000167985,79,72,65,239,78,196,89,151,262,267,290,279,72,255,266
ENSG00000167986,172,151,61,212,162,145,184,95,344,351,197,114,31,186,187
ENSG00000167987,5,1,5,9,6,7,4,5,7,14,21,8,3,7,14
ENSG00000167992,1,0,0,4,1,0,0,0,1,0,0,1,0,1,0
ENSG00000167994,0,1,1,1,6,12,0,15,1,1,9,0,0,1,1
ENSG00000167996,5041,2742,2190,2638,1991,3683,1305,7338,10889,10137,8642,3247,457,3304,3178
ENSG00000168000,25,17,0,46,49,36,11,36,74,63,11,25,0,30,47
ENSG00000168002,96,110,62,365,137,526,124,442,581,516,506,420,99,600,387
ENSG00000168003,182,135,108,146,145,218,154,326,365,402,169,197,46,217,115
ENSG00000168005,21,7,4,18,17,15,13,11,10,20,6,16,2,12,12
ENSG00000168010,0,1,0,3,1,9,0,1,0,1,18,48,0,4,29
ENSG00000168014,8,14,25,50,56,29,9,13,28,15,36,22,0,17,21
ENSG00000168016,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10
ENSG00000168026,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168028,2082,1916,1165,6355,3293,11380,1821,7016,9275,9407,8349,7340,2426,9377,8215
ENSG00000168032,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168036,264,221,163,366,301,204,359,144,292,261,143,293,48,292,172
ENSG00000168038,2,5,6,16,10,25,7,1,8,25,7,4,3,5,10
ENSG00000168040,11,4,11,13,6,4,7,7,11,14,11,9,0,4,7
ENSG00000168056,0,8,5,19,4,0,1,9,3,18,7,0,0,4,0
ENSG00000168060,15,10,6,6,9,1,0,6,8,7,1,4,0,0,5
ENSG00000168061,47,9,12,32,66,34,50,8,29,37,24,28,0,3,26
ENSG00000168062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000168066,259,164,169,469,292,527,269,242,522,478,382,283,53,306,176
ENSG00000168067,25,20,8,23,39,57,10,23,44,57,32,26,0,19,20
ENSG00000168070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000168071,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0
ENSG00000168077,31,23,14,22,21,14,12,8,18,26,12,14,1,22,6
ENSG00000168078,41,55,15,113,105,111,68,66,105,113,105,84,24,93,52
ENSG00000168090,356,261,220,598,517,815,370,733,948,1230,861,688,136,726,482
ENSG00000168092,22,31,16,53,34,15,24,39,53,57,46,32,4,37,11
ENSG00000168096,1,11,6,9,1,4,0,15,6,1,0,22,0,15,1
ENSG00000168101,16,17,8,52,67,38,20,14,54,56,40,40,15,40,28
ENSG00000168116,8,2,4,5,4,8,1,5,16,11,12,10,1,14,8
ENSG00000168118,24,15,19,34,32,46,18,38,33,9,27,31,0,11,19
ENSG00000168124,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
ENSG00000168137,19,1,1,19,35,29,21,26,34,6,11,71,9,25,1
ENSG00000168140,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000168152,0,0,1,0,0,1,0,0,1,6,0,1,0,1,0
ENSG00000168159,60,46,44,29,52,34,27,52,52,47,48,25,11,35,20
ENSG00000168172,12,10,6,7,5,8,1,9,14,12,13,2,0,1,1
ENSG00000168175,21,29,7,54,23,45,21,43,40,40,41,41,12,42,37
ENSG00000168209,74,93,89,59,136,67,89,73,36,107,91,44,14,15,68
ENSG00000168214,27,37,30,4,28,37,34,15,17,1,10,3,0,17,7
ENSG00000168216,8,17,41,6,3,4,18,6,29,72,25,14,1,33,8
ENSG00000168228,3,1,6,1,6,9,6,1,11,0,1,6,0,0,9
ENSG00000168234,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0
ENSG00000168237,10,9,6,7,10,17,10,14,20,29,17,9,3,15,12
ENSG00000168243,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1
ENSG00000168246,10,13,4,12,10,8,5,4,9,15,2,8,0,10,11
ENSG00000168255,113,141,78,252,149,353,189,244,333,376,285,239,64,296,234
ENSG00000168256,42,11,15,33,29,29,27,18,30,31,43,24,1,49,21
ENSG00000168259,17,22,14,18,17,9,5,11,40,40,50,36,1,33,37
ENSG00000168264,24,10,8,16,9,19,6,14,21,30,10,8,4,14,7
ENSG00000168268,91,49,37,101,73,67,30,57,134,90,84,66,9,46,23
ENSG00000168273,490,548,376,1143,802,1263,626,1240,1812,1790,1589,1619,234,1489,1078
ENSG00000168275,136,136,77,551,159,772,158,645,908,916,869,569,145,841,590
ENSG00000168280,0,0,0,2,0,2,0,0,26,0,0,1,0,0,2
ENSG00000168282,9,8,14,18,13,23,21,13,14,28,10,7,0,9,12
ENSG00000168283,12,0,12,15,8,9,1,15,10,6,4,3,0,8,6
ENSG00000168286,6,13,3,10,10,13,5,8,10,12,5,3,2,2,4
ENSG00000168288,71,75,36,165,122,179,50,78,213,174,141,116,41,136,88
ENSG00000168291,77,39,51,211,104,143,125,122,117,167,152,96,55,146,110
ENSG00000168297,0,15,0,10,1,15,0,1,14,8,4,16,8,24,28
ENSG00000168298,7,14,3,5,2,6,5,7,9,9,7,4,2,1,2
ENSG00000168300,10,12,9,20,31,7,1,14,14,50,25,1,1,29,16
ENSG00000168301,0,10,0,0,1,0,1,0,0,20,0,0,0,1,1
ENSG00000168303,14,10,8,16,13,15,14,9,22,13,16,11,2,12,14
ENSG00000168306,15,0,1,0,0,1,1,0,13,1,1,0,0,0,21
ENSG00000168309,35,15,6,10,12,23,1,54,30,72,78,93,9,55,28
ENSG00000168310,14,22,10,92,28,73,22,41,58,87,43,65,0,95,17
ENSG00000168314,0,1,1,0,5,1,1,0,0,0,0,0,0,1,0
ENSG00000168350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168374,199,188,102,340,234,310,160,351,524,634,406,354,72,395,263
